pageid,title,birth_y,birth_m,birth_d,death_y,death_m,death_d,death_age
5032222,Annette DeFoe,1890,1,21,1960,8,2,70
25119449,Flora Parker DeHaven,1883,9,1,1950,9,9,67
1373821,Gloria DeHaven,1925,7,23,2016,7,30,91
1595248,Nicole DeHuff,1975,1,6,2005,2,16,30
564424,Dolores del Rio,1904,8,3,1983,4,11,78
5668488,Claudia Dell,1910,1,10,1977,9,5,67
1098704,Dorothy Dell,1915,1,30,1934,6,8,19
36976727,Myrna Dell,1924,3,5,2011,2,11,86
7932801,Constance Adams DeMille,1874,4,27,1960,7,17,86
9807626,Katherine DeMille,1911,6,29,1995,4,27,83
4552924,Carol Dempster,1901,12,9,1991,2,1,89
3613792,Nora Denney,1927,3,9,2005,11,20,78
766814,Sandy Dennis,1937,4,27,1992,3,2,54
184631,Maya Deren,1917,4,29,1961,10,13,44
28955766,Lucy DeVito,1983,3,11,1983,3,11,0
36349436,Laura Devon,1931,5,23,2007,7,19,76
4620126,Dorothy Devore,1899,6,22,1976,9,10,77
673359,Colleen Dewhurst,1924,6,3,1991,8,22,67
26607829,Edith Diaz,1949,10,23,2009,12,19,60
4452336,Gloria Dickson,1917,8,13,1945,4,10,27
145325,Marlene Dietrich,1901,12,27,1992,5,6,90
345491,Phyllis Diller,1917,7,17,2012,8,20,95
16655004,Josephine Dillon,1884,1,26,1971,11,11,87
3170289,Karen Dior,1967,2,14,2004,8,25,37
7197518,Jean Dixon,1896,7,14,1981,2,12,84
2325016,Joan Dixon,1930,6,6,1992,2,20,61
3642823,Tamara Dobson,1947,5,14,2006,10,2,59
2704913,Claire Dodd,1911,12,29,1973,11,23,61
1918590,Molly Dodd,1921,11,11,1981,3,26,59
7479425,Anna Dodge,1867,10,18,1945,5,4,77
2697408,Dolly Sisters,1892,10,25,1970,2,1,77
13415382,Jeff Donnell,1921,7,10,1988,4,11,66
16154829,Ruth Donnelly,1896,5,17,1982,11,17,86
1268524,Ann Doran,1911,7,28,2000,9,19,89
44611083,Mary Doran,1910,9,8,1995,9,6,84
47124242,Adrienne Dore,1910,5,23,1992,11,26,82
184463,Fifi D'Orsay,1904,4,16,1983,12,2,79
32960118,Catherine Doucet,1875,6,20,1958,6,24,83
1013495,Donna Douglas,1932,9,26,2015,1,1,82
382953,Helen Gahagan Douglas,1900,11,25,1980,6,28,79
3667171,Dovima,1927,12,11,1990,5,31,62
6063680,Ellen Albertini Dow,1913,11,16,2015,5,4,101
10498822,Nancy Dow,1936,7,22,2016,5,25,79
3438073,Constance Dowling,1920,7,21,1969,10,28,49
7461333,Doris Dowling,1923,5,15,2004,6,18,81
1148910,Cathy Downs,1924,3,3,1976,12,8,52
22076082,Maxine Doyle,1915,1,1,1973,5,7,58
2594782,Betsy Drake,1923,9,11,2015,10,27,92
20358992,Dona Drake,1914,11,15,1989,6,20,74
6752647,Frances Drake,1912,10,22,2000,1,18,87
171985,Louise Dresser,1879,10,17,1965,4,24,85
177739,Marie Dressler,1868,11,9,1934,7,28,65
3448405,Ellen Drew,1915,11,23,2003,12,3,88
1289423,Joanne Dru,1922,1,31,1996,9,10,74
13490604,Claire Du Brey,1892,8,31,1993,8,1,100
21746992,Ruth Duccini,1918,7,23,2014,1,16,95
5332173,Isabelle Collin Dufresne,1935,9,6,2014,6,14,78
575345,Patty Duke,1946,12,14,2016,3,29,69
467628,Margaret Dumont,1882,10,20,1965,3,6,82
7078657,Helen Dunbar,1863,10,10,1933,8,28,69
20271380,Mary Duncan,1895,8,13,1993,5,9,97
3237435,Pamela Duncan (actress),1924,12,28,2005,11,11,80
1116555,Katherine Dunham,1909,6,22,2006,5,21,96
14837197,Josephine Dunn,1906,5,1,1983,2,3,76
477067,Dominique Dunne,1959,11,23,1982,11,4,22
177745,Irene Dunne,1898,12,20,1990,9,4,91
1298761,Mildred Dunnock,1901,1,25,1991,7,5,90
17382827,Arletta Duncan,1914,12,12,1985,10,28,70
23403954,Minnie Dupree,1875,1,19,1947,5,23,72
9111572,Minta Durfee,1889,10,1,1975,9,9,85
698137,Ann Dvorak,1911,8,2,1979,12,10,68
13080138,Dorothy Dwan,1906,4,26,1981,3,17,74
172029,Jeanne Eagels,1890,6,26,1929,10,3,39
1192159,Daisy Earles,1907,4,29,1980,3,15,72
29720707,Margaret Early,1919,12,25,2000,11,29,80
34345270,Marjorie Eaton,1901,2,5,1986,4,21,85
4913927,Mary Eaton,1901,1,29,1948,10,10,47
7674034,Pearl Eaton,1898,8,1,1958,9,10,60
33274458,Norma Eberhardt,1929,7,8,2011,9,16,82
17829895,Nora Eddington,1924,2,25,2001,4,10,77
6946682,Helen Jerome Eddy,1897,2,25,1990,1,27,92
1740599,Paddi Edwards,1931,12,9,1999,10,18,67
2523275,Ronnie Claire Edwards,1933,2,9,2016,6,14,83
47023916,Sarah Edwards (actress),1881,10,11,1965,1,7,83
12364386,Marta Eggerth,1912,4,17,2013,12,26,101
8716684,Sally Eilers,1908,12,11,1978,1,5,69
1064337,Florence Eldridge,1901,9,5,1988,8,1,86
7259516,Marie Eline,1902,2,27,1981,1,3,78
277524,Cass Elliot,1941,9,19,1974,7,29,32
1344993,Patricia Elliott,1938,7,21,2015,12,20,77
9874279,Diane Ellis,1909,12,20,1930,12,15,20
14836648,Patricia Ellis,1916,5,20,1970,3,26,53
39506286,Effie Ellsler,1855,9,17,1942,10,8,87
9233716,June Elvidge,1903,6,30,1965,5,1,61
2278099,Faye Emerson,1917,7,8,1983,3,9,65
1515371,Hope Emerson,1897,10,30,1960,4,24,62
12515458,Fern Emmett,1896,3,22,1946,9,3,50
9404523,Marla English,1935,1,4,2012,12,10,77
47091890,Estelle Etterre,1899,7,26,1996,3,7,96
1495782,Ruth Etting,1897,11,23,1978,9,24,80
507789,Dale Evans,1912,10,31,2001,2,7,88
3777596,Estelle Evans,1906,10,1,1985,7,20,78
3792585,Madge Evans,1909,7,1,1981,4,26,71
12533352,Muriel Evans,1910,7,20,2000,10,26,90
30120185,Edith Evanson,1896,4,28,1980,11,29,84
12947479,Judith Evelyn,1909,3,20,1967,5,7,58
14951768,Bessie Eyton,1890,7,5,1965,1,22,74
26285683,Myrna Fahey,1933,3,12,1973,5,6,40
4562061,Elinor Fair,1903,12,21,1957,4,26,53
45117574,Lucile Fairbanks,1917,10,18,1999,11,14,82
45677644,June Fairchild,1946,9,3,2015,2,17,68
2569281,Jinx Falkenburg,1919,1,21,2003,8,27,84
13218152,Dot Farley,1881,2,6,1971,5,2,90
441735,Frances Farmer,1913,9,19,1970,8,1,56
43945698,Patricia Farr,1913,1,15,1948,2,23,35
305481,Geraldine Farrar,1882,2,28,1967,3,11,85
698578,Glenda Farrell,1904,6,30,1971,5,1,66
45019612,Betty Farrington,1898,5,14,1989,2,3,90
235959,Farrah Fawcett,1947,2,2,2009,6,25,62
705487,Dorothy Fay,1915,4,4,2003,11,5,88
685908,Alice Faye,1915,5,5,1998,5,9,83
4400174,Julia Faye,1892,9,24,1966,4,6,73
4572105,Louise Fazenda,1895,6,17,1962,4,17,66
3843368,Maude Fealy,1883,3,4,1971,11,9,88
7229230,Peggy Fears,1903,6,1,1994,8,24,91
554136,Andrea Feldman,1948,4,1,1972,8,8,24
31647077,Edith Fellows,1923,5,20,2011,6,26,88
2070570,Verna Felton,1890,7,20,1966,12,14,76
10408143,Irene Fenwick,1887,9,5,1936,12,24,49
1064920,Elsie Ferguson,1883,8,19,1961,11,15,78
4607555,Helen Ferguson,1901,7,23,1977,3,14,75
44518495,Peggy Feury,1924,6,30,1985,11,20,61
1397423,Mary Fickett,1928,5,23,2011,9,8,83
520824,Betty Field,1913,2,8,1973,9,13,60
26044951,Margaret Field,1922,5,10,2011,11,6,89
29146134,Mary Field,1909,6,10,1996,6,12,87
31147898,Sylvia Field,1901,2,28,1998,7,31,97
37923675,Bonnie Lynn Fields,1944,6,8,2012,11,17,68
14748734,Evelyn Finley,1916,3,11,1989,4,7,73
44478376,Lila Finn,1909,11,28,1996,11,15,86
6734416,Margarita Fischer,1886,2,12,1975,3,11,89
1960488,Gail Fisher,1935,8,18,2000,12,2,65
1374697,Geraldine Fitzgerald,1913,11,24,2005,7,17,91
48388996,Alice Fleming,1882,8,9,1952,12,6,70
484668,Susan Fleming,1908,2,19,2002,12,22,94
23281855,Kelly Flint,1911,11,15,2000,7,4,88
1018754,Bess Flowers,1898,11,23,1984,7,28,85
30998249,Edna Flugrath,1892,12,29,1966,4,6,73
31058126,Gertrude Flynn,1909,1,14,1996,10,16,87
2724530,Nina Foch,1924,4,20,2008,12,5,84
180982,Joan Fontaine,1917,10,22,2013,12,15,96
29569122,Brenda Forbes,1909,1,14,1996,9,11,87
706499,Constance Ford,1923,7,23,1993,2,26,69
12754393,Ruth Ford (actress),1911,7,7,2009,8,12,98
7505991,Eugenie Forde,1879,6,22,1940,9,5,61
2809740,Victoria Forde,1896,4,21,1964,7,24,68
3189050,Sally Forrest,1928,5,28,2015,3,15,86
13493946,Frances Foster,1924,6,11,1997,6,17,73
237438,Gloria Foster,1933,11,15,2001,9,29,67
22557764,Helen Foster (actress),1906,5,23,1982,12,25,76
5180590,Susanna Foster,1924,12,6,2009,1,17,84
19318844,Janet Fox,1912,6,12,2002,4,22,89
901799,Sidney Fox,1911,12,10,1942,11,15,30
1149254,Virginia Fox,1902,4,2,1982,10,14,80
19322221,Cyrinda Foxe,1952,2,22,2002,9,7,50
14606688,Karen Fraction,1958,2,15,2007,10,30,49
19053190,Anne Francine,1917,8,8,1999,12,3,82
2336942,Anne Francis,1930,9,16,2011,1,2,80
1339706,Arlene Francis,1907,10,20,2001,5,31,93
653533,Kay Francis,1905,1,13,1968,8,26,63
45325671,Noel Francis,1906,8,31,1959,10,30,53
4631585,Betty Francisco,1900,9,26,1950,11,25,50
1696532,Mary Frann,1943,2,27,1998,9,23,55
37869557,Nell Franzen,1889,11,17,1973,8,21,83
1866953,Elisabeth Fraser,1920,1,8,2005,5,5,85
4672757,Phyllis Fraser,1916,4,13,2006,11,25,90
17463720,Jane Frazee,1918,7,18,1985,9,6,67
1984300,Pauline Frederick,1883,8,12,1938,9,19,55
2123130,Kathleen Freeman,1919,2,17,2001,8,23,82
2340161,Mona Freeman,1926,6,9,2014,5,23,87
2915381,Phyllis Frelich,1944,2,29,2014,4,10,70
11827142,Susan French,1912,1,23,2003,4,6,91
27197944,Blanche Friderici,1878,1,21,1933,12,23,55
5967255,Florida Friebus,1909,10,10,1988,5,27,78
3311645,Trixie Friganza,1870,11,29,1955,2,27,84
3042152,Jane Froman,1907,11,10,1980,4,22,72
214812,Dorothy Frooks,1896,2,12,1997,4,13,101
14198387,Dale Fuller (actress),1885,6,17,1948,10,14,63
9156,Dolores Fuller,1923,3,10,2011,5,9,88
2471690,Frances Fuller,1907,3,16,1980,12,18,73
2696539,Mary Fuller,1888,10,5,1973,12,9,85
369054,Annette Funicello,1942,10,22,2013,4,8,70
1064201,Betty Furness,1916,1,3,1994,4,2,78
152912,Eva Gabor,1919,2,11,1995,7,4,76
22582772,Jane Gail,1890,8,16,1963,1,30,72
20854400,Eddra Gale,1921,10,16,2001,5,13,79
4585398,Silvana Gallardo,1953,1,13,2012,1,2,58
44159397,Alberta Gallatin,1861,5,5,1948,8,25,87
42025700,Rosina Galli (actress),1906,8,10,1969,12,3,63
3674284,Rita Gam,1927,4,2,2016,3,22,88
29931215,Jennifer Gan,1938,3,2,2000,9,15,62
63436,Greta Garbo,1905,9,18,1990,4,15,84
3160609,Betty Garde,1905,9,19,1989,12,25,84
11363242,Tess Gardella,1894,12,19,1950,1,3,55
43115,Ava Gardner,1922,12,24,1990,1,25,67
19237018,Helen Gardner (actress),1884,9,2,1968,11,20,84
3390395,Beverly Garland,1926,10,17,2008,12,5,82
58719,Judy Garland,1922,6,10,1969,6,22,47
804582,Peggy Ann Garner,1932,2,3,1984,10,16,52
4631936,Pauline Garon,1900,9,9,1965,8,30,64
921345,Betty Garrett,1919,5,23,2011,2,12,91
6549585,Joy Garrett,1945,3,11,1993,2,11,47
1006290,Patsy Garrett,1921,5,4,2015,1,8,93
2291828,Susie Garrett,1929,12,29,2002,5,24,72
678412,Linda Gary,1944,11,4,1995,10,5,50
23324145,Maxine Gates,1917,5,3,1990,7,27,73
6290441,Marjorie Gateson,1891,1,17,1977,4,17,86
2591558,Gene Gauntier,1885,5,17,1966,12,18,81
12464473,Lisa Gaye,1935,3,6,2016,7,14,81
45794,Janet Gaynor,1906,10,6,1984,9,14,77
14509922,Minnie Gentry,1915,12,2,1993,5,11,77
180914,Gladys George,1904,9,13,1954,12,8,50
13490950,Maude George,1888,8,15,1963,10,10,75
13501848,Neva Gerber,1894,4,3,1974,1,2,79
1612403,Betty Lou Gerson,1914,4,20,1999,1,12,84
20557216,Estelle Getty,1923,7,25,2008,7,22,84
2422030,Ileen Getz,1961,8,7,2005,8,4,43
1866112,Alice Ghostley,1923,8,14,2007,9,21,84
12726983,Diana Gibson,1915,3,21,1991,10,12,76
2661365,Helen Gibson,1892,8,27,1977,10,10,85
4384441,Margaret Gibson (actress),1894,9,14,1964,10,21,70
2162199,Virginia Gibson,1925,4,9,2013,4,25,88
13064413,Wynne Gibson,1905,7,3,1987,5,15,81
8307455,Frances Gifford,1920,12,7,1994,1,22,73
11965119,Florence Gilbert,1904,2,20,1991,2,27,87
1602987,Ronnie Gilbert,1926,9,7,2015,6,6,88
29404494,Ruth Gilbert (actress),1912,5,8,1993,10,13,81
15726039,Connie Gilchrist,1901,2,2,1985,3,3,84
17172515,Madeline Lee Gilford,1923,5,30,2008,4,15,84
3188461,Margalo Gillmore,1897,5,31,1986,6,30,89
5577203,Virginia Gilmore,1919,7,26,1986,3,28,66
7727285,Mae Giraci,1910,1,22,2006,1,10,95
223925,Dorothy Gish,1898,3,11,1968,6,4,70
17216177,June Gittelson,1910,5,6,1993,11,28,83
1780365,Louise Glaum,1888,9,4,1970,11,25,82
7245168,Adda Gleason,1888,12,19,1971,2,6,82
357806,Paulette Goddard,1910,6,3,1990,4,23,79
20464056,Renee Godfrey,1919,9,1,1964,5,24,44
33712198,Ruth Godfrey (actress),1922,2,24,1985,1,7,62
8163668,Dagmar Godowsky,1897,11,24,1975,2,13,77
45606548,Marta Golden,1868,11,28,1943,7,15,74
21048036,Minna Gombell,1892,5,28,1973,4,14,80
2159042,Myrtle Gonzalez,1891,9,28,1918,10,22,27
3484792,Dody Goodman,1914,10,28,2008,6,22,93
17382911,Maude Turner Gordon,1868,11,10,1940,1,12,71
14951098,Phyllis Gordon,1889,10,17,1964,10,16,74
25866,Ruth Gordon,1896,10,30,1985,8,28,88
34072335,Susan Gordon,1949,7,27,2011,12,11,62
2598928,Jetta Goudal,1891,7,12,1985,1,14,93
2235461,Sandra Gould,1916,7,23,1999,7,20,82
17109838,Nicolette Goulet,1956,6,5,2008,4,17,51
191127,Betty Grable,1916,12,18,1973,7,2,56
3443238,Carol Grace,1924,9,11,2003,7,20,78
8029723,Sheilah Graham,1904,9,15,1988,11,17,84
690539,Gloria Grahame,1923,11,28,1981,10,5,57
6646961,Dorothy Granger,1912,11,21,1995,1,4,82
42583453,Frances Grant,1909,2,15,1982,2,20,73
32334975,Shelby Grant,1936,10,1,2011,6,25,74
1148873,Bonita Granville,1923,2,2,1988,10,11,65
989161,Teresa Graves,1948,1,10,2002,10,10,54
25591822,Beatrice Gray,1911,3,3,2009,11,25,98
2006284,Coleen Gray,1922,10,23,2015,8,3,92
2311980,Dolores Gray,1923,6,7,2002,6,26,79
1694210,Gilda Gray,1901,10,24,1959,12,22,58
154038,Kathryn Grayson,1922,2,9,2010,2,17,88
49198423,Dorothy Green (actress born 1920),1920,1,12,2008,5,8,88
4399857,Mitzi Green,1920,10,22,1969,5,24,48
38177967,Martha Greenhouse,1921,6,14,2013,1,5,91
5473350,Charlotte Greenwood,1890,6,25,1977,12,28,87
1794955,Jane Greer,1924,9,9,2001,8,24,76
2463212,Virginia Gregg,1916,3,6,1986,9,15,70
5245270,Gloria Grey,1909,10,23,1947,11,22,38
2748776,Lita Grey,1908,4,15,1995,12,29,87
12725386,Nan Grey,1918,7,25,1993,7,25,75
17019014,Shirley Grey,1902,4,11,1981,8,12,79
884442,Virginia Grey,1917,3,22,2004,7,31,87
172055,Corinne Griffith,1894,11,24,1979,7,13,84
1866075,Ann Morgan Guilbert,1928,10,16,2016,6,14,87
2705550,Nancy Guild,1925,10,11,1999,8,16,73
148828,Texas Guinan,1884,1,12,1933,11,5,49
36830566,Sheila Guyse,1925,7,14,2013,12,28,88
3644765,Anne Gwynne,1918,12,10,2003,3,31,84
3137118,Dolly Haas,1910,4,29,1994,9,16,84
1008007,Joan Hackett,1934,3,1,1983,10,8,49
5990073,Sara Haden,1899,11,17,1981,9,15,81
14052364,Loretta King Hadler,1917,8,20,2007,9,10,90
1291976,Jean Hagen,1923,8,3,1977,8,29,54
432599,Uta Hagen,1919,6,12,2004,1,14,84
9093199,Rhea Haines,1894,10,2,1964,3,12,69
43114907,Fiona Hale,1926,2,7,2014,4,22,88
3433404,Louise Closser Hale,1872,10,13,1933,7,26,60
1611839,Alaina Reed Hall,1946,11,10,2009,12,17,63
13464008,Ella Hall,1896,3,17,1981,9,3,85
15033542,Ellen Hall,1922,4,18,1999,3,24,76
1264887,Grayson Hall,1922,9,18,1985,8,7,62
4906676,Juanita Hall,1901,11,6,1968,2,28,66
11381468,Laura Nelson Hall,1876,7,11,1936,7,11,60
8785731,Lois Hall,1926,8,22,2006,12,21,80
2308011,Florence Halop,1923,1,23,1986,7,15,63
3142314,Carrie Hamilton,1963,12,5,2002,1,20,38
24950632,Jane Hamilton (actress),1915,11,7,2004,2,9,88
40780290,Kim Hamilton,1932,9,12,2013,9,16,81
10644214,Kipp Hamilton,1934,8,16,1981,1,29,46
535353,Lois Hamilton,1952,10,14,1999,12,23,47
589885,Margaret Hamilton (actress),1902,12,9,1985,5,16,82
6246722,Elaine Hammerstein,1897,6,16,1948,8,13,51
13601942,Harriet Hammond,1899,10,20,1991,9,23,91
4580591,Hope Hampton,1897,2,19,1982,1,23,84
2861064,Anne Haney,1934,3,4,2001,5,26,67
7796704,Helen Hanft,1934,4,4,2013,5,30,79
2701656,Juanita Hansen,1895,3,3,1961,9,26,66
20246045,Valda Hansen,1932,11,3,1993,7,21,60
177756,Ann Harding,1902,8,7,1981,9,1,79
294006,Jean Harlow,1911,3,3,1937,6,7,26
45423021,Lillian Harmer,1883,9,8,1946,5,14,62
5327501,Kate Harrington,1902,12,8,1978,11,23,75
7153204,Marilyn Harris (actress),1924,7,17,1999,12,1,75
5765766,Arlene Harris,1896,7,7,1976,6,12,79
18463394,Caroline Harris,1867,11,11,1937,4,23,69
187109,Julie Harris (actress),1925,12,2,2013,8,24,87
18412778,Marcia Harris,1868,2,14,1947,6,18,79
2243203,Mildred Harris,1901,11,29,1944,7,20,42
26178694,Theresa Harris,1906,12,31,1985,10,8,78
835636,Dorothy Hart,1922,4,4,2004,7,11,82
14948936,Betty Harte,1882,5,13,1965,1,3,82
10477117,Eden Hartford,1930,4,10,1983,12,15,53
214304,Elizabeth Hartman,1943,12,2,1987,6,10,43
14995541,Grace Hartman (actress),1907,1,7,1955,8,8,48
35966222,Sumi Haru,1939,8,25,2014,10,16,75
1377322,Signe Hasso,1915,8,15,2002,6,7,86
1222909,June Haver,1926,6,10,2005,7,4,79
2750197,Phyllis Haver,1899,1,6,1960,11,19,61
183504,June Havoc,1912,11,8,2010,3,28,97
6300647,Alexandra Hay,1947,7,24,1993,10,11,46
29031193,Naura Hayden,1930,9,29,2013,8,10,82
3056495,Julie Haydon,1910,6,10,1994,12,24,84
2186491,Allison Hayes,1930,3,6,1977,2,27,46
177771,Helen Hayes,1900,10,10,1993,3,17,92
2351271,Lillian Hayman,1922,7,17,1994,10,25,72
183785,Susan Hayward,1917,6,30,1975,3,14,57
277952,Rita Hayworth,1918,10,17,1987,5,14,68
26384375,Marcia Healy,1904,3,7,1972,10,31,68
18588550,Mary Healy (entertainer),1918,4,14,2015,2,3,96
25039365,Jean Heather,1921,2,21,1995,10,29,74
38563,Eileen Heckart,1919,3,29,2001,12,31,82
34154763,Fay Helm,1909,4,9,2003,9,27,94
147570,Margaux Hemingway,1954,2,16,1996,7,1,42
2456255,Shirley Hemphill,1947,7,1,1999,12,10,52
31552435,Estelle Hemsley,1887,5,5,1968,11,5,81
18462488,Anita Hendrie,1863,11,9,1940,4,15,76
1377597,Wanda Hendrix,1928,11,3,1981,2,1,52
29491,Sonja Henie,1912,4,8,1969,10,12,57
22875246,Althea Henley,1911,7,23,1996,4,25,84
20631536,Charlotte Henry,1914,3,3,1980,4,11,66
4634230,Emmaline Henry,1928,11,1,1979,10,8,50
13162994,Gale Henry,1893,4,15,1972,6,17,79
29220132,Louise Henry (actress),1911,6,14,1967,2,17,55
43337,Katharine Hepburn,1907,5,12,2003,6,29,96
13603274,Aggie Herring,1876,2,4,1939,10,28,63
556378,Irene Hervey,1909,7,11,1998,12,20,89
11461368,Ruth Hiatt,1906,1,6,1994,4,21,88
32335805,Maxine Elliott Hicks,1904,10,5,2000,1,10,95
1680153,Dana Hill,1964,5,6,1996,7,15,32
14850255,Doris Hill,1905,3,21,1976,3,3,70
14935011,Josephine Hill,1899,10,3,1989,12,17,90
7358557,Thelma Hill,1906,12,12,1938,5,11,31
39245265,Peg Hillias,1914,6,24,1960,3,18,45
12514509,Verna Hillie,1914,5,5,1997,10,3,83
1998868,Francesca Hilton,1947,3,10,2015,1,5,67
7600486,Connie Hines,1931,3,24,2009,12,18,78
76311,Rose Hobart,1906,5,1,2000,8,29,94
10618947,Harriet Hoctor,1905,9,25,1977,6,9,71
8384845,Evelyn Hoey,1910,12,15,1935,9,11,24
3160652,Gertrude Hoffmann (actress),1871,5,17,1968,2,13,96
18700894,Fay Holden,1893,9,26,1973,6,23,79
3482541,Gloria Holden,1903,9,5,1991,3,22,87
933559,Cheryl Holdridge,1944,6,20,2009,1,6,64
187074,Judy Holliday,1921,6,21,1965,6,7,43
2718699,Alice Hollister,1886,9,28,1973,2,24,86
13504234,Carol Holloway,1892,4,30,1979,1,3,86
710551,Celeste Holm,1917,4,29,2012,7,15,95
8278314,Libby Holman,1904,5,23,1971,6,18,67
2653064,Helen Holmes,1892,6,19,1950,7,8,58
539144,Darla Hood,1931,11,8,1979,6,13,47
7306960,Gloria Hope,1901,11,9,1976,10,29,74
177834,Miriam Hopkins,1902,10,18,1972,10,9,69
365796,Hedda Hopper,1885,5,2,1966,2,1,80
263994,Lena Horne,1917,6,30,2010,5,9,92
2278691,Victoria Horne,1911,11,1,2003,10,10,91
15769364,Louisa Horton,1920,9,10,2008,1,25,87
15181069,Clara Horton,1904,7,29,1976,12,4,72
12856500,Mae Hotely,1872,10,7,1954,4,6,81
17106484,Doris Houck,1921,9,28,1965,12,14,44
34071,Whitney Houston,1963,8,9,2012,2,11,48
14934356,Ann Hovey,1911,8,29,2007,8,25,95
3160719,Esther Howard,1892,4,4,1965,3,8,72
44857166,Gertrude Howard,1892,10,13,1934,9,30,41
14830210,Jean Speegle Howard,1927,1,31,2000,9,2,73
4893735,Jennifer Howard (actress),1925,3,23,1993,12,14,68
14612113,Kathleen Howard,1884,7,27,1956,4,15,71
23160921,Mary Howard de Liagre,1913,5,13,2009,6,6,96
27259582,Jobyna Howland,1880,3,31,1936,6,7,56
3792995,Rochelle Hudson,1916,3,6,1972,1,17,55
6352620,Louise Huff,1895,11,14,1973,8,22,77
50835572,Rosanna Huffman,1938,8,12,2016,5,20,77
42545729,Carol Hughes (actress),1910,1,17,1995,8,8,85
8204872,Kay Hughes,1914,1,16,1998,4,4,84
2367393,Mary Beth Hughes,1919,11,13,1995,8,27,75
41834837,Sharon Hugueny,1944,2,29,1996,7,3,52
8187138,Gladys Hulette,1896,7,21,1991,8,8,95
215193,Josephine Hull,1877,1,3,1957,3,12,80
12511373,Eleanor Hunt,1910,1,10,1981,6,12,71
13697579,Irene Hunt (actress),1892,2,22,1988,10,13,96
160624,Kim Hunter,1922,11,12,2002,9,11,79
19875493,Virginia Hunter,1920,2,17,2012,3,23,92
7032745,Louise Huntington,1904,11,1,1997,6,2,92
5018694,Madeline Hurlock,1899,12,12,1989,4,4,89
1291071,Ruth Hussey,1911,10,30,2005,4,19,93
2472223,Virginia Huston,1925,4,24,1981,2,28,55
5922450,Josephine Hutchinson,1903,11,10,1998,6,4,94
327880,Betty Hutton,1921,2,26,2007,3,11,86
8798585,Leona Hutton,1892,4,8,1949,1,4,56
655645,Marion Hutton,1919,3,10,1987,1,10,67
1141298,Leila Hyams,1905,5,1,1977,12,4,72
1268236,Martha Hyer,1924,8,10,2014,5,31,89
1377634,Diana Hyland,1936,1,25,1977,3,27,41
978583,Phyllis Hyman,1949,7,6,1995,6,30,45
2545589,Dorothy Hyson,1914,12,24,1996,5,23,81
31265593,Ellen Idelson,1961,6,13,2003,9,19,42
18786724,Sally Insul,1916,3,9,2008,8,4,92
21222458,Mary Jane Irving,1913,10,20,1983,7,17,69
31856757,Jane Isbell,1927,5,1,1981,10,19,54
15157464,Kathryn Ish,1936,2,18,2007,12,31,71
6033959,Anne Jackson,1925,9,3,2016,4,12,90
1227227,Mary Ann Jackson,1923,1,14,2003,12,17,80
5018504,Peaches Jackson,1913,10,9,2002,2,23,88
51148168,Zaidee Jackson,1898,12,30,1970,12,15,71
18330206,Joyce Jameson,1932,9,26,1987,1,16,54
5931272,Dorothy Janis,1912,2,19,2010,3,10,98
921264,Elsie Janis,1889,3,16,1956,2,26,66
6529868,Lois January,1913,10,5,2006,8,7,92
20358603,Sybil Jason,1927,11,23,2011,8,23,83
2335656,Claudia Jennings,1949,12,20,1979,10,3,29
6261745,Eulalie Jensen,1884,12,24,1952,10,7,67
2298746,Adele Jergens,1917,11,26,2002,11,22,84
691257,Isabel Jewell,1907,7,19,1972,4,5,64
29876537,Chane't Johnson,1976,8,21,2010,12,2,34
13488703,Edith Johnson,1894,8,10,1969,9,6,75
8449877,Janelle Johnson,1923,12,2,1995,12,2,72
5935714,Kay Johnson,1904,11,29,1975,11,17,70
2383372,Rita Johnson,1913,8,13,1965,10,31,52
29739548,Sunny Johnson,1953,9,20,1984,6,19,30
3787896,Julanne Johnston,1900,5,1,1988,12,26,88
9930882,Justine Johnston,1921,6,13,2006,1,13,84
357153,Anissa Jones,1958,3,11,1976,8,28,18
67375,Jennifer Jones,1919,3,2,2009,12,17,90
13135636,Marcia Mae Jones,1924,8,1,2007,9,2,83
4309500,Betsy Jones-Moreland,1930,4,1,2006,5,1,76
2704497,Kathryn Joosten,1939,12,20,2012,6,2,72
20874705,Dorothy Jordan (American actress),1906,8,9,1988,12,7,82
13185274,Margaret Joslin,1883,8,6,1956,10,14,73
2710162,Leatrice Joy,1893,11,7,1985,5,13,91
1984197,Alice Joyce,1890,10,1,1955,10,9,65
2980822,Brenda Joyce (actress),1917,2,25,2009,7,4,92
3126438,Peggy Hopkins Joyce,1893,5,26,1957,6,12,64
31380981,Joyzelle Joyner,1905,8,27,1980,11,30,75
6423645,Arline Judge,1912,2,21,1974,2,7,61
73695,Katy Jurado,1924,1,16,2002,7,5,78
947902,Suzanne Kaaren,1912,3,12,2004,8,27,92
462624,Madeline Kahn,1942,9,29,1999,12,3,57
1552531,Bertha Kalich,1874,5,17,1939,4,18,64
614372,Kitty Kallen,1921,5,25,2016,1,7,94
1629501,Helen Kane,1904,8,4,1966,9,26,62
17689262,Marjorie Kane,1909,4,28,1992,1,8,82
2322823,Rita Karin,1919,10,24,1993,9,10,73
6611870,Maria Karnilova,1920,8,3,2001,4,20,80
4453162,Beatrice Kay,1907,4,21,1986,11,8,79
8132266,Jane Kean,1923,4,10,2013,11,26,90
12653313,Myra Keaton,1877,3,13,1955,7,21,78
